,stop_id,stop_name,stop_lat,stop_lon,count_name,census_tract_detail,census_tract,CensusTract,State,County,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractHUNV,TractSNAP
0,900142,CASCADE AVE SW @ ORLANDO ST SW,33.727827000000005,-84.443085,Fulton,131210000000000.0,13121006100,13121006100,Georgia,Fulton,1,3471,1317,0,0,0.0,0,1,0,1,1,1,36.7,34570,0,1,0,1,0,0,0,1,236.268876314163,2806.25852239876,236.268876314163,129.887175783514,1693.54477483034,129.887175783514,2806.25852239876,0.808487041889591,1693.54477483034,0.487912640400559,255.874840646982,0.194286135646911,409.007892062887,0.310560282507887,236.268876314163,0.068069396806155,129.887175783514,0.037420678704556,28.8491996563971,0.021905238919056,36.0869261175394,0.027400855062672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2166,293,488
1,900153,CASCADE AVE SW@ALTADENA PL SW,33.729692,-84.440967,Fulton,131210000000000.0,13121006100,13121006100,Georgia,Fulton,1,3471,1317,0,0,0.0,0,1,0,1,1,1,36.7,34570,0,1,0,1,0,0,0,1,236.268876314163,2806.25852239876,236.268876314163,129.887175783514,1693.54477483034,129.887175783514,2806.25852239876,0.808487041889591,1693.54477483034,0.487912640400559,255.874840646982,0.194286135646911,409.007892062887,0.310560282507887,236.268876314163,0.068069396806155,129.887175783514,0.037420678704556,28.8491996563971,0.021905238919056,36.0869261175394,0.027400855062672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2166,293,488
2,900155,CASCADE AVE@CASCADE TER,33.727756,-84.443485,Fulton,131210000000000.0,13121006100,13121006100,Georgia,Fulton,1,3471,1317,0,0,0.0,0,1,0,1,1,1,36.7,34570,0,1,0,1,0,0,0,1,236.268876314163,2806.25852239876,236.268876314163,129.887175783514,1693.54477483034,129.887175783514,2806.25852239876,0.808487041889591,1693.54477483034,0.487912640400559,255.874840646982,0.194286135646911,409.007892062887,0.310560282507887,236.268876314163,0.068069396806155,129.887175783514,0.037420678704556,28.8491996563971,0.021905238919056,36.0869261175394,0.027400855062672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2166,293,488
3,900178,CASCADE AVE SW @ WESTHAVEN DR SW,33.732389000000005,-84.438363,Fulton,131210000000000.0,13121006100,13121006100,Georgia,Fulton,1,3471,1317,0,0,0.0,0,1,0,1,1,1,36.7,34570,0,1,0,1,0,0,0,1,236.268876314163,2806.25852239876,236.268876314163,129.887175783514,1693.54477483034,129.887175783514,2806.25852239876,0.808487041889591,1693.54477483034,0.487912640400559,255.874840646982,0.194286135646911,409.007892062887,0.310560282507887,236.268876314163,0.068069396806155,129.887175783514,0.037420678704556,28.8491996563971,0.021905238919056,36.0869261175394,0.027400855062672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2166,293,488
4,900179,CASCADE AVE SW@RICHLAND RD ,33.731556,-84.439176,Fulton,131210000000000.0,13121006100,13121006100,Georgia,Fulton,1,3471,1317,0,0,0.0,0,1,0,1,1,1,36.7,34570,0,1,0,1,0,0,0,1,236.268876314163,2806.25852239876,236.268876314163,129.887175783514,1693.54477483034,129.887175783514,2806.25852239876,0.808487041889591,1693.54477483034,0.487912640400559,255.874840646982,0.194286135646911,409.007892062887,0.310560282507887,236.268876314163,0.068069396806155,129.887175783514,0.037420678704556,28.8491996563971,0.021905238919056,36.0869261175394,0.027400855062672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2166,293,488
5,900181,CASCADE AVE SW@ CASCADE CIR,33.726519,-84.44532,Fulton,131210000000000.0,13121006100,13121006100,Georgia,Fulton,1,3471,1317,0,0,0.0,0,1,0,1,1,1,36.7,34570,0,1,0,1,0,0,0,1,236.268876314163,2806.25852239876,236.268876314163,129.887175783514,1693.54477483034,129.887175783514,2806.25852239876,0.808487041889591,1693.54477483034,0.487912640400559,255.874840646982,0.194286135646911,409.007892062887,0.310560282507887,236.268876314163,0.068069396806155,129.887175783514,0.037420678704556,28.8491996563971,0.021905238919056,36.0869261175394,0.027400855062672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2166,293,488
6,900209,CASCADE AVE SW@PINEVIEW TER SW,33.729683,-84.44066600000001,Fulton,131210000000000.0,13121006100,13121006100,Georgia,Fulton,1,3471,1317,0,0,0.0,0,1,0,1,1,1,36.7,34570,0,1,0,1,0,0,0,1,236.268876314163,2806.25852239876,236.268876314163,129.887175783514,1693.54477483034,129.887175783514,2806.25852239876,0.808487041889591,1693.54477483034,0.487912640400559,255.874840646982,0.194286135646911,409.007892062887,0.310560282507887,236.268876314163,0.068069396806155,129.887175783514,0.037420678704556,28.8491996563971,0.021905238919056,36.0869261175394,0.027400855062672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2166,293,488
7,900211,CASCADE AVE SW@RICHLAND RD SW,33.731194,-84.439178,Fulton,131210000000000.0,13121006100,13121006100,Georgia,Fulton,1,3471,1317,0,0,0.0,0,1,0,1,1,1,36.7,34570,0,1,0,1,0,0,0,1,236.268876314163,2806.25852239876,236.268876314163,129.887175783514,1693.54477483034,129.887175783514,2806.25852239876,0.808487041889591,1693.54477483034,0.487912640400559,255.874840646982,0.194286135646911,409.007892062887,0.310560282507887,236.268876314163,0.068069396806155,129.887175783514,0.037420678704556,28.8491996563971,0.021905238919056,36.0869261175394,0.027400855062672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2166,293,488
8,900212,CASCADE AVE SW@WESTHAVEN DR SW,33.731964000000005,-84.43845400000001,Fulton,131210000000000.0,13121006100,13121006100,Georgia,Fulton,1,3471,1317,0,0,0.0,0,1,0,1,1,1,36.7,34570,0,1,0,1,0,0,0,1,236.268876314163,2806.25852239876,236.268876314163,129.887175783514,1693.54477483034,129.887175783514,2806.25852239876,0.808487041889591,1693.54477483034,0.487912640400559,255.874840646982,0.194286135646911,409.007892062887,0.310560282507887,236.268876314163,0.068069396806155,129.887175783514,0.037420678704556,28.8491996563971,0.021905238919056,36.0869261175394,0.027400855062672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2166,293,488
9,122232,CASCADE AVE SW@1120,33.725173999999996,-84.447176,Fulton,131210000000000.0,13121006100,13121006100,Georgia,Fulton,1,3471,1317,0,0,0.0,0,1,0,1,1,1,36.7,34570,0,1,0,1,0,0,0,1,236.268876314163,2806.25852239876,236.268876314163,129.887175783514,1693.54477483034,129.887175783514,2806.25852239876,0.808487041889591,1693.54477483034,0.487912640400559,255.874840646982,0.194286135646911,409.007892062887,0.310560282507887,236.268876314163,0.068069396806155,129.887175783514,0.037420678704556,28.8491996563971,0.021905238919056,36.0869261175394,0.027400855062672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2166,293,488
